Année,Autonomie_constructeur,Boîte_de_vitesse,Capacité_batterie,Classe_Emission,Conso_batterie,Consommation_mixte,Contrôle_technique,Couleur_extérieure,Couleur_intérieure,CritAir,Garantie,Garantie_constructeur,Intensité_batterie,Kilométrage_compteur,Lien,Localisation,Mise_en_circulation,Nom_Vendeur,Nombre_de_places,Nombre_de_portes,Nombre_de_propriétaires,Norme_Euro,Première_main,Prime_à_la_conversion,Prix_inclut_la_batterie,Provenance,Puissance_din,Puissance_fiscale,Puissance_moteur,Rechargeable,Type_Vendeur,Voltage_batterie,Vérifié_Et_Garanti,marque,modele,niveau_equipement,nom_complet,prix,ref_annonce,ref_pro,Émissions_de_CO2,Énergie
2015,,automatique,,D,,5.6 l/100km,requis,gris quartz verni,cuir noir,2,,,,194 680 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102137420.html,94,13/10/2015,M. ou Mme G.,5,5,3,EURO6,non,,,,259 ch,16 CV,190 kW,,Vendeur particulier,,,Bmw,X4 F26,Très bien équipé,BMW X4 (F26) XDRIVE30D 258 M SPORT BVA8,31 000 €,B102137420,,156 g/km,Diesel
2019,,automatique,,D,,5.1 l/100km,non requis,blanc metal,cuir/alcantara noir,2,,,,44 460 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102155914.html,34,17/02/2019,M. ou Mme M.,5,5,2,EURO6,non,,,,150 ch,8 CV,110 kW,,Vendeur particulier,,,Jaguar,E-PACE,Equipement standard,JAGUAR E-PACE D150 AWD BUSINESS BVA,37 200 €,B102155914,,147 g/km,Diesel
2022,,automatique,,C,,5.9 l/100km,non requis,noir verni,tissu noir,1,,,,19 902 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102162792.html,91,05/06/2022,M. ou Mme K.,5,5,2,EURO6,oui,,,,131 ch,7 CV,96 kW,,Vendeur particulier,,,Peugeot,2008 (2E GENERATION),Equipement standard,PEUGEOT 2008 II 1.2 PURETECH 130 S&S EAT8 ACTIVE PACK,25 880 €,B102162792,,134 g/km,Essence
2018,,automatique,,D,,4.9 l/100km,requis,argent metal,cuir noir,2,,,,75 992 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102130043.html,89,23/05/2018,M. ou Mme B.,5,5,3,EURO6,non,,,,200 ch,11 CV,147 kW,,Vendeur particulier,,,Jeep,CHEROKEE 4,Bien équipé,JEEP CHEROKEE IV 2.2 MULTIJET S&S 200 AD1 OVERLAND 4WD AT,31 270 €,B102130043,,149 g/km,Diesel
2008,,automatique,,E,,5.4 l/100km,requis,gris anthracite metal,tissu noir,3,,,,123 316 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102149344.html,55,13/04/2008,M. ou Mme I.,7,5,2,EURO4,non,,,,136 ch,8 CV,100 kW,,Vendeur particulier,,,Peugeot,307 SW,,PEUGEOT 307 (2) SW 2.0 HDI 136 FAP GRIFFE BVA,6 600 €,B102149344,,183 g/km,Diesel
2021,,automatique,,F,,9.1 l/100km,non requis,vert metal,cuir/tissu noir,2,,en cours,,27 820 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102114471.html,66,25/05/2021,M. ou Mme T.,5,5,2,EURO6,oui,,,,241 ch,15 CV,177 kW,,Vendeur particulier,,,Land rover,DEFENDER 4,Bien équipé,LAND ROVER DEFENDER IV 2.0 D240 110 4X4 FIRST EDITION BVA,94 160 €,B102114471,,239 g/km,Diesel
2019,,automatique,,D,,6 l/100km,non requis,gris anthracite metal,cuir/alcantara noir,2,,,,45 360 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102136942.html,94,19/05/2019,M. ou Mme K.,7,5,2,EURO6,non,,,,235 ch,14 CV,173 kW,,Vendeur particulier,,,Volvo,XC90 (2E GENERATION),Equipement standard,VOLVO XC90 II D5 235 ADBLUE AWD R-DESIGN GEARTRONIC 8 7PL,53 460 €,B102136942,,158 g/km,Diesel
2018,,mécanique,,B,,4.2 l/100km,non requis,blanc metal,tissu gris,1,,,,73 750 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102143910.html,69,14/11/2018,M. ou Mme H.,5,3,3,EURO6,oui,,,,84 ch,5 CV,62 kW,,Vendeur particulier,,,Hyundai,I20 (2E GENERATION) COUPE,Bien équipé,HYUNDAI I20 II COUPE 1.2 84 INTUITIVE,12 500 €,B102143910,,119 g/km,Essence
2021,336 Km,automatique,50 kWh,A,,,non requis,rouge metal,tissu noir,0,,,,63 250 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102132681.html,69,21/04/2021,M. ou Mme M.,5,5,1,EURO6,oui,,,,78 ch,4 CV,100 kW,oui,Vendeur particulier,,,Peugeot,E-208 (2E GENERATION),Equipement standard,PEUGEOT 208 II ELECTRIQUE GT LINE,27 480 €,B102132681,,0 g/km,Electrique
2016,,mécanique,,A,,3.8 l/100km,requis,rouge metal,tissu gris,2,,,,109 439 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102147867.html,24,09/04/2016,M. ou Mme D.,5,5,1,EURO6,oui,,,,90 ch,4 CV,66 kW,,Vendeur particulier,,,Dacia,SANDERO 2 STEPWAY,Très bien équipé,DACIA SANDERO II (2) STEPWAY 1.5 DCI 90,9 600 €,B102147867,,98 g/km,Diesel
2019,,automatique,,B,,3.9 l/100km,non requis,gris foncé metal,simili cuir noir,2,,,,53 835 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102153388.html,48,17/06/2019,M. ou Mme B.,5,5,3,EURO6,non,,,,177 ch,9 CV,130 kW,,Vendeur particulier,,,Mercedes,GLA,Très bien équipé,MERCEDES GLA 220 D FASCINATION 7G-DCT,29 080 €,B102153388,,115 g/km,Diesel
2017,,mécanique,,G,,9.6 l/100km,requis,gris quartz metal,cuir noir,1,,,,128 500 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102108252.html,07,24/11/2017,M. ou Mme R.,4,2,1,EURO6,oui,,,,422 ch,33 CV,310 kW,,Vendeur particulier,,,Ford,MUSTANG 6 COUPE,Equipement standard,FORD MUSTANG VI FASTBACK 5.0 V8 GT BV6,49 870 €,B102108252,,299 g/km,Essence
2017,,mécanique,,B,,4.1 l/100km,requis,rouge nacre,tissu noir,1,,,,98 310 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102148917.html,78,26/02/2017,M. ou Mme M.,5,5,3,EURO6,non,,,,90 ch,5 CV,66 kW,,Vendeur particulier,,,Renault,CLIO 4,Bien équipé,RENAULT CLIO IV 0.9 TCE 90 LIMITED ECO2,11 180 €,B102148917,,105 g/km,Essence
2018,,mécanique,,B,,4.1 l/100km,non requis,blanc nacre,tissu noir,1,,,,84 000 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102145745.html,95,15/12/2018,M. ou Mme M.,5,5,2,EURO6,oui,,,Importé,131 ch,7 CV,96 kW,,Vendeur particulier,,,Peugeot,308 (2E GENERATION) SW,Bien équipé,PEUGEOT 308 II (2) SW 1.2 PURETECH 130 S&S ALLURE EURO6,17 190 €,B102145745,,111 g/km,Essence
2022,,mécanique,,E,,,non requis,blanc metal,tissu noir,2,,en cours,,16 929 Km,https://www.lacentrale.fr/auto-occasion-annonce-66102155029.html,68,19/12/2022,M. ou Mme S.,3,4,1,EURO6,oui,,,,102 ch,6 CV,75 kW,,Vendeur particulier,,,Mercedes,VITO 3,Equipement standard,MERCEDES VITO III 110 CDI COMPACT BASE TRACTION,34 180 €,B102155029,,195 g/km,Diesel
2023,,automatique,,E,,6.7 l/100km,non requis,blanc mat,drap gris,2,,,,7 995 Km,https://www.lacentrale.fr/auto-occasion-annonce-66102123832.html,35,09/01/2024,M. ou Mme L.,3,4,2,EURO6,oui,,,,150 ch,7 CV,110 kW,,Vendeur particulier,,,Renault,TRAFIC 3,Bien équipé,RENAULT TRAFIC III (2) 2.0 CABINE APPROFONDIE L1H1 3000 KG BLUE DCI 150 EDC CONFORT,55 350 €,B102123832,,185 g/km,Diesel
2023,,automatique,,D,,6.2 l/100km,non requis,noir metal,cuir/tissu noir,1,,,,7 296 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102131593.html,78,12/09/2023,M. ou Mme R.,5,5,2,EURO6,oui,,,,140 ch,7 CV,103 kW,,Vendeur particulier,,,Renault,KADJAR,Très bien équipé,RENAULT KADJAR (2) 1.3 TCE 140 FAP SL BLACK EDITION EDC,34 200 €,B102131593,,142 g/km,Essence
2020,,mécanique,,D,,5.5 l/100km,non requis,blanc verni,cuir/tissu gris,2,,,,35 990 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102133361.html,11,21/07/2020,M. ou Mme C.,5,5,2,EURO6,oui,,,,150 ch,8 CV,110 kW,,Vendeur particulier,,,Ford,KUGA 2,Bien équipé,FORD KUGA II (2) 2.0 TDCI 150 S&S 4X2 ST LINE,27 710 €,B102133361,,154 g/km,Diesel
2022,58 Km,automatique,13.2 kWh,A,,1.5 l/100km,non requis,gris anthracite metal,cuir noir,1,,en cours,,26 349 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102140459.html,94,10/01/2023,M. ou Mme M.,5,5,1,EURO6,oui,,,,200 ch,11 CV,221 kW,oui,Vendeur particulier,,,Ds,7 CROSSBACK,Très bien équipé,DS DS 7 CROSSBACK 1.6 E-TENSE 300 LOUVRE 4X4,63 010 €,B102140459,,35 g/km,Hybride essence électrique
2019,,mécanique,,B,,4 l/100km,non requis,beige nacre,tissu gris,1,,,,97 785 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102141430.html,75,29/10/2019,M. ou Mme C.,5,5,2,EURO6,non,,,,110 ch,5 CV,81 kW,,Vendeur particulier,,,Citroen,C3 (3E GENERATION),Bien équipé,CITROEN C3 III 1.2 PURETECH 110 S&S SHINE,16 600 €,B102141430,,103 g/km,Essence
2014,,automatique,,E,,6.5 l/100km,requis,noir metal,cuir noir,2,,,,184 450 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102151716.html,83,26/05/2014,M. ou Mme F.,5,5,2,EURO5,non,,,,211 ch,13 CV,180 kW,,Vendeur particulier,,,Porsche,CAYENNE 2,Equipement standard,PORSCHE CAYENNE II 3.0 V6 D 245 TIPTRONIC,32 720 €,B102151716,,189 g/km,Diesel
2022,,mécanique,,,,,non requis,bleu nacre,cuir noir,1,,en cours,,21 470 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102148791.html,69,04/02/2022,M. ou Mme H.,5,5,1,EURO6,oui,,,,129 ch,7 CV,95 kW,,Vendeur particulier,,,Suzuki,S-CROSS,Très bien équipé,SUZUKI S-CROSS 1.4 BOOSTERJET HYBRID STYLE ALLGRIP,25 420 €,B102148791,,,Essence
2020,,automatique,,F,,9.5 l/100km,non requis,bleu marine metal,cuir marron,1,,,,59 171 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102139314.html,78,01/07/2020,M. ou Mme D.,4,2,1,EURO6,oui,,,,390 ch,28 CV,287 kW,,Vendeur particulier,,,Mercedes,CLASSE C 4 CABRIOLET,Equipement standard,MERCEDES CLASSE C IV (2) CABRIOLET 43 AMG 28CV 4MATIC,59 380 €,B102139314,,206 g/km,Essence
2017,,automatique,,D,,5.1 l/100km,requis,gris verni,tissu gris,2,,,,56 160 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102160765.html,06,03/04/2017,M. ou Mme M.,5,5,2,EURO6,non,,,Importé,140 ch,8 CV,103 kW,,Vendeur particulier,,,Jeep,RENEGADE,Bien équipé,JEEP RENEGADE 2.0 MULTIJET S&S 140 AWD LOW LIMITED AUTO,21 640 €,B102160765,,150 g/km,Diesel
2021,,automatique,,E,,7.8 l/100km,non requis,bleu marine metal,drap noir,2,,en cours,,36 270 Km,https://www.lacentrale.fr/auto-occasion-annonce-66102144049.html,19,22/07/2021,M. ou Mme S.,6,4,1,EURO6,oui,,,,146 ch,7 CV,107 kW,,Vendeur particulier,,,Renault,TRAFIC 3,Bien équipé,RENAULT TRAFIC III (2) FOURGON GRAND CONFORT L1H1 1200 ENERGY DCI 145 BVA 2PL,33 930 €,B102144049,,197 g/km,Diesel
2019,,mécanique,,B,,5.1 l/100km,non requis,blanc nacre,cuir/tissu beige,1,,,,55 573 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102078783.html,95,11/10/2019,M. ou Mme Z.,4,3,2,EURO6,oui,,,,69 ch,4 CV,51 kW,,Vendeur particulier,,,Fiat,500 (2E GENERATION),Bien équipé,FIAT 500 II (2) 1.2 8V 69 LOUNGE,12 130 €,B102078783,,116 g/km,Essence
2017,,automatique,,B,,4.1 l/100km,requis,gris clair metal,drap gris,1,,,,51 300 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102129409.html,92,11/01/2018,M. ou Mme A.,5,5,2,EURO6,oui,,,,110 ch,6 CV,81 kW,,Vendeur particulier,,,Peugeot,2008,Très bien équipé,PEUGEOT 2008 (2) 1.2 PURETECH 110 S&S 6CV ALLURE EAT6,15 840 €,B102129409,,110 g/km,Essence
1974,,automatique,,,,,requis,jaune verni,cuir noir,,,,,90 280 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102138426.html,29,01/04/1974,M. ou Mme R.,4,2,2,,non,,,Importé,210 ch,28 CV,,,Vendeur particulier,,,Ford,MUSTANG CABRIOLET,,FORD MUSTANG CABRIOLET 302 CI,39 040 €,B102138426,,,Essence
2019,,automatique,,E,,6.9 l/100km,non requis,blanc metal,cuir noir,1,,,,86 250 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102161960.html,34,06/12/2019,M. ou Mme T.,5,5,2,EURO6,non,,,Importé,441 ch,33 CV,324 kW,,Vendeur particulier,,,Porsche,PANAMERA 2 SPORT TURISMO,Equipement standard,PORSCHE PANAMERA II (2) SPORT TURISMO 2.9 V6 440 4S,101 190 €,B102161960,,189 g/km,Essence
2019,,automatique,,E,,6.4 l/100km,non requis,gris clair mat,cuir noir,2,,,,141 600 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102147853.html,95,14/06/2019,M. ou Mme U.,5,5,3,EURO6,non,,,,306 ch,20 CV,225 kW,,Vendeur particulier,,,Land rover,RANGE ROVER SPORT 2,Bien équipé,LAND ROVER RANGE ROVER SPORT II (2) 3.0 SDV6 306 HSE DYNAMIC AUTO,77 980 €,B102147853,,185 g/km,Diesel
2018,,automatique,,C,,4.9 l/100km,requis,argent metal,cuir noir,2,,,,124 020 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102139607.html,73,12/03/2018,M. ou Mme C.,5,5,2,EURO6,non,,,,190 ch,10 CV,140 kW,,Vendeur particulier,,,Seat,ATECA,Très bien équipé,SEAT ATECA 2.0 TDI 190 S&S 4DRIVE XCELLENCE DSG7,21 620 €,B102139607,,135 g/km,Diesel
2008,,mécanique,,F,,6.8 l/100km,requis,gris metal,cuir noir,2,,,,71 370 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102142395.html,83,26/11/2008,M. ou Mme H.,2,2,9,EURO4,non,,,,245 ch,16 CV,176 kW,,Vendeur particulier,,,Porsche,BOXSTER 2 TYPE 987,,PORSCHE BOXSTER II (987) 2.7 240 PACK SPORT,35 070 €,B102142395,,222 g/km,Essence
2013,,automatique,,C,,4.5 l/100km,requis,gris foncé metal,tissu gris,2,,,,91 800 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102124228.html,92,01/02/2014,M. ou Mme Q.,5,5,1,EURO5,oui,,,,105 ch,6 CV,77 kW,,Vendeur particulier,,,Volkswagen,TOURAN 2,Bien équipé,VOLKSWAGEN TOURAN II 1.6 TDI 105 FAP MATCH DSG7,17 280 €,B102124228,,132 g/km,Diesel
2018,,automatique,,F,,7.1 l/100km,requis,bleu marine metal,cuir blanc,1,,,,34 500 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102141107.html,92,05/08/2018,M. ou Mme Z.,4,2,2,EURO6,non,,,Importé,431 ch,32 CV,317 kW,,Vendeur particulier,,,Bmw,SERIE 4 F83 CABRIOLET M4,Très bien équipé,BMW SERIE 4 (F83) M4 431 M DKG7,74 750 €,B102141107,,203 g/km,Essence
2018,,mécanique,,B,,3.5 l/100km,requis,blanc nacre,cuir/tissu noir,2,,,,84 275 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102159787.html,27,18/10/2018,M. ou Mme M.,5,5,2,EURO6,non,,,,120 ch,6 CV,88 kW,,Vendeur particulier,,,Peugeot,3008 (2E GENERATION),Bien équipé,PEUGEOT 3008 II 1.6 BLUEHDI 120 S&S GT LINE,22 050 €,B102159787,,104 g/km,Diesel
2006,,automatique,,F,,7.5 l/100km,requis,noir metal,cuir noir,2,,,,77 408 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102142039.html,17,10/07/2006,M. ou Mme L.,4,2,5,EURO4,non,,,,170 ch,12 CV,125 kW,,Vendeur particulier,,,Mercedes,CLK 2 CABRIOLET,,MERCEDES CLK II CABRIOLET 240 AVANTGARDE BVA,15 860 €,B102142039,,242 g/km,Essence
2018,,automatique,,A,,3.5 l/100km,requis,blanc verni,tissu noir,2,,,,142 485 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102146620.html,47,05/02/2018,M. ou Mme R.,5,5,2,EURO6,non,,,,110 ch,5 CV,81 kW,,Vendeur particulier,,,Renault,MEGANE 4,Equipement standard,RENAULT MEGANE IV 1.5 DCI 110 ENERGY BUSINESS EDC,12 060 €,B102146620,,95 g/km,Diesel
2019,,mécanique,,C,,4.4 l/100km,non requis,noir metal,cuir/tissu gris,2,,,,101 920 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102159710.html,85,27/02/2019,M. ou Mme M.,7,5,2,EURO6,non,,,Importé,150 ch,8 CV,110 kW,,Vendeur particulier,,,Peugeot,5008,Très bien équipé,PEUGEOT 5008 (2) 2.0 BLUEHDI 150 S&S 8CV ALLURE 7PL,27 100 €,B102159710,,125 g/km,Diesel
2019,,mécanique,,A,,3.6 l/100km,non requis,rouge metal,tissu gris,1,,,,27 347 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102162968.html,77,06/01/2020,M. ou Mme L.,4,5,2,EURO6,non,,,,69 ch,4 CV,53 kW,,Vendeur particulier,,,Peugeot,108,Bien équipé,PEUGEOT 108 1.0 VTI 72 STYLE 5P,12 070 €,B102162968,,95 g/km,Essence
2021,,automatique,,A,,,non requis,gris anthracite metal,cuir gris,1,,,,35 070 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102141916.html,92,26/09/2021,M. ou Mme B.,5,5,2,EURO6,oui,,,,462 ch,22 CV,250 kW,oui,Vendeur particulier,,,Porsche,CAYENNE 3 COUPE,Très bien équipé,PORSCHE CAYENNE III COUPE 3.0 V6 462 E-HYBRID TIPTRONIC BVA,129 040 €,B102141916,,73 g/km,Hybride essence électrique
2018,,automatique,,C,,4.4 l/100km,requis,gris anthracite metal,cuir/alcantara gris,2,,,,96 320 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102157820.html,33,24/05/2018,M. ou Mme B.,5,5,2,EURO6,non,,,,181 ch,10 CV,133 kW,,Vendeur particulier,,,Peugeot,3008 (2E GENERATION),,PEUGEOT 3008 II 2.0 BLUEHDI 180 S&S GT EAT6,28 000 €,B102157820,,124 g/km,Diesel
2019,,mécanique,,A,,5.1 l/100km,non requis,blanc opaque (verni sans reflet),tissu noir,1,,,,11 020 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102137118.html,31,27/12/2019,M. ou Mme D.,5,3,1,EURO6,oui,,,,86 ch,4 CV,63 kW,,Vendeur particulier,,,Ford,FIESTA 6,Bien équipé,FORD FIESTA VI 1.1 85 TREND 3P,13 330 €,B102137118,,96 g/km,Essence
2021,,automatique,,F,,9 l/100km,non requis,clair metal,cuir blanc,1,,,,4 158 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102147636.html,91,27/10/2021,M. ou Mme G.,4,2,2,EURO6,non,,,,450 ch,34 CV,331 kW,,Vendeur particulier,,,Porsche,911 TYPE 992,Equipement standard,PORSCHE 911 (992) COUPE 3.0 450 CARRERA 4S PDK8,203 390 €,B102147636,,207 g/km,Essence
2013,,mécanique,,C,,4.6 l/100km,requis,noir metal,cuir noir,1,,,,140 400 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102120928.html,94,19/08/2013,M. ou Mme P.,5,5,5,EURO5,non,,,,122 ch,6 CV,90 kW,,Vendeur particulier,,,Audi,A1 SPORTBACK,Très bien équipé,AUDI A1 SPORTBACK 1.4 TFSI 122 AMBITION LUXE,14 020 €,B102120928,,126 g/km,Essence
2020,,mécanique,,D,,,non requis,gris anthracite metal,cuir noir,1,,,,35 090 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102152999.html,13,06/01/2021,M. ou Mme L.,2,2,2,EURO6,non,,,,184 ch,10 CV,135 kW,,Vendeur particulier,,,Mazda,MX5 (4E GENERATION) ST,Très bien équipé,MAZDA MX5 IV (2) ST 2.0 SKYACTIV-G 184 SELECTION,33 750 €,B102152999,,156 g/km,Essence
2021,,automatique,,D,,5.7 l/100km,non requis,gris foncé metal,cuir/alcantara noir,2,,,,51 920 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102143252.html,13,18/07/2021,M. ou Mme D.,5,5,2,EURO6,oui,,,,190 ch,10 CV,140 kW,,Vendeur particulier,,,Mercedes,GLB,Très bien équipé,MERCEDES GLB 220 D 4MATIC AMG LINE 8G-DCT,58 290 €,B102143252,,153 g/km,Diesel
2004,,mécanique,,F,,7.1 l/100km,requis,gris clair metal,alcantara bleu,3,,,,70 725 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102143879.html,14,11/04/2004,M. ou Mme P.,2,2,2,EURO3,non,,,Importé,145 ch,9 CV,,,Vendeur particulier,,,Mazda,MX5 (2E GENERATION),,MAZDA MX5 II 1.8 BLUE PASSION,9 200 €,B102143879,,210 g/km,Essence
2020,,mécanique,,E,,7.7 l/100km,non requis,blanc metal,tissu noir,2,,,,84 680 Km,https://www.lacentrale.fr/auto-occasion-annonce-66102130650.html,95,07/11/2020,M. ou Mme E.,3,2,2,EURO6,non,,,,143 ch,6 CV,105 kW,,Vendeur particulier,,,Mercedes,SPRINTER 3,Equipement standard,MERCEDES SPRINTER III 314 CDI 43 3.5T PROPULSION PROPULSION,40 920 €,B102130650,,200 g/km,Diesel
2022,,automatique,,E,,,non requis,gris foncé metal,cuir noir,,,en cours,,11 187 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102157149.html,74,06/09/2022,M. ou Mme R.,5,5,1,EURO6,oui,,,,200 ch,11 CV,147 kW,,Vendeur particulier,,,Land rover,RANGE ROVER EVOQUE 2,Equipement standard,LAND ROVER RANGE ROVER EVOQUE II P200 FLEX 4WD SE BVA9,62 130 €,B102157149,,200 g/km,Bicarburation essence bioéthanol
2004,,automatique,,F,,6.9 l/100km,requis,gris clair metal,cuir noir,3,,,,203 130 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102149409.html,78,07/01/2005,M. ou Mme G.,5,4,2,EURO3,oui,,,,190 ch,12 CV,140 kW,,Vendeur particulier,,,Honda,ACCORD 7,,HONDA ACCORD VII (2) 2.4 190 EXECUTIVE ACC BVA,9 510 €,B102149409,,223 g/km,Essence
2016,,automatique,,A,,3.3 l/100km,requis,bleu marine metal,cuir beige,2,,,,147 560 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102151700.html,66,08/11/2016,M. ou Mme P.,5,4,5,EURO6,non,,,,163 ch,8 CV,120 kW,,Vendeur particulier,,,Bmw,SERIE 3 F30,Equipement standard,BMW SERIE 3 (F30) (2) 320D EFFICIENTDYNAMICS 163 LOUNGE PLUS BVA8,20 950 €,B102151700,,99 g/km,Diesel
2017,,automatique,,D,,4.9 l/100km,requis,bleu verni,cuir noir,2,,,,201 400 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102140006.html,94,01/10/2017,M. ou Mme E.,5,4,3,EURO6,oui,,,,259 ch,15 CV,190 kW,,Vendeur particulier,,,Mercedes,CLASSE E 4,Equipement standard,MERCEDES CLASSE E IV (2) 350 BLUETEC BUSINESS EXECUTIVE 9G-TRONIC,29 150 €,B102140006,,144 g/km,Diesel
1975,,automatique,,,,,requis,bleu metal,simili cuir bleu,,,,,1 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102143812.html,95,28/06/1975,M. ou Mme T.,4,2,2,,non,,,,,33 CV,,,Vendeur particulier,,,Pontiac,FIREBIRD,,PONTIAC FIREBIRD COUPE,32 190 €,B102143812,,,Essence
2016,,automatique,,B,,3.8 l/100km,requis,gris anthracite metal,alcantara gris/bleu,2,,,,64 480 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102096827.html,77,25/01/2017,M. ou Mme C.,5,5,3,EURO6,non,,,,150 ch,7 CV,110 kW,,Vendeur particulier,,,Bmw,SERIE 1 F20 5 PORTES,Très bien équipé,BMW SERIE 1 (F20) (2) 118D M SPORT BVA8 5P,26 040 €,B102096827,,110 g/km,Diesel
2018,,automatique,,E,,6.4 l/100km,requis,gris anthracite metal,cuir noir,2,,,,127 690 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102153978.html,06,19/10/2018,M. ou Mme B.,5,5,3,EURO6,non,,,,306 ch,20 CV,225 kW,,Vendeur particulier,,,Land rover,RANGE ROVER SPORT 2,Très bien équipé,LAND ROVER RANGE ROVER SPORT II (2) 3.0 SDV6 306 20CV AUTOBIOGRAPHY DYNAMIC AUTO,67 680 €,B102153978,,185 g/km,Diesel
2016,,automatique,,C,,4.2 l/100km,requis,beige metal,tissu noir,2,,,,142 040 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102160271.html,01,07/12/2016,M. ou Mme P.,4,2,3,EURO6,non,,,,184 ch,10 CV,135 kW,,Vendeur particulier,,,Bmw,SERIE 4 F32,Equipement standard,BMW SERIE 4 (F32) COUPE 420DA XDRIVE 184 LOUNGE,19 080 €,B102160271,,124 g/km,Diesel
1995,,mécanique,,F,,,requis,noir verni,tissu gris/bleu,,,,,312 125 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102081078.html,11,13/02/1995,M. ou Mme K.,4,2,2,EURO1,non,,,,94 ch,9 CV,83 kW,,Vendeur particulier,,,Renault,R19,,RENAULT R19 (2) 1.8 RT 5P 9CV,5 560 €,B102081078,,213 g/km,Essence
2010,,mécanique,,B,,4 l/100km,requis,bleu metal,cuir/tissu ivoire,3,,,,95 128 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102153870.html,91,12/11/2010,M. ou Mme N.,5,5,3,EURO4,non,,,,106 ch,6 CV,78 kW,,Vendeur particulier,,,Renault,MEGANE 3,Très bien équipé,RENAULT MEGANE III 1.5 DCI 105 PRIVILEGE,8 030 €,B102153870,,120 g/km,Diesel
2023,,automatique,,D,,5.3 l/100km,non requis,gris metal,simili cuir gris,2,,,,8 851 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102155862.html,91,22/06/2023,M. ou Mme G.,5,5,1,EURO6,oui,,,,150 ch,8 CV,110 kW,,Vendeur particulier,,,Mercedes,GLA 2,Très bien équipé,MERCEDES GLA II 200 D AMG LINE 8G-DCT,49 110 €,B102155862,,143 g/km,Diesel
2013,,automatique,,G,,9.4 l/100km,requis,noir metal,cuir/alcantara noir,1,,,,65 339 Km,https://www.lacentrale.fr//auto-occasion-annonce-66102132046.html,32,21/07/2013,M. ou Mme D.,4,2,5,EURO5,non,,,,490 ch,40 CV,360 kW,,Vendeur particulier,,,Ferrari,CALIFORNIA,,FERRARI CALIFORNIA 4.3 V8 490 BVA7,115 390 €,B102132046,,299 g/km,Essence
